Company,QueryID,SubQueryID,Relation ID,IsFK,ParentTableID,ChildTableID,JoinType,SystemFlag,SysRevID,SysRowID
,COM-90DaysSubcontShip,0ff2612f-c11a-42d4-ae28-2f2683bb747d,5d0249e8-383a-4d14-8301-836df7bb747d,FALSE,SubShipD,SubShipH,Inner,TRUE,278407959,57bfeee1-553d-412d-8272-b25a00df762b
,COM-90DaysSubcontShip,0ff2612f-c11a-42d4-ae28-2f2683bb747d,a6d425e5-7b94-426f-8d17-836df7bb747d,FALSE,SubShipH,Vendor,LeftOuter,TRUE,278407960,81e21b4c-b67a-4466-a216-b25a00df7630
,COM-90DaysSubcontShip,0ff2612f-c11a-42d4-ae28-2f2683bb747d,cff43998-5d02-44cc-9296-836df7bb747d,FALSE,SubShipD,PORel,LeftOuter,TRUE,278407961,abd43564-a107-4f27-9900-b25a00df7630
,COM-90DaysSubcontShip,0ff2612f-c11a-42d4-ae28-2f2683bb747d,51acfdcd-5c10-458f-bca5-836df7bb747d,FALSE,PORel,PODetail,Inner,TRUE,278407962,0a8deb9f-d962-4d19-94c4-b25a00df7630
,COM-90DaysSubcontShip,0ff2612f-c11a-42d4-ae28-2f2683bb747d,2c195fb7-f24e-4a6a-bdf2-836df7bb747d,FALSE,SubShipD,JobOper,LeftOuter,TRUE,278407963,bf19eb90-2732-4a33-a4e7-b25a00df7630
,COM-CustContacts,02272c43-695a-4854-8fb0-0b3a3877067e,da216080-cb8e-4d16-8e0b-b1539377067e,FALSE,CustCnt,RoleCd,LeftOuter,TRUE,278407964,d18dfd14-06b8-4161-b5c6-b25a00df7630
,COM-CustContacts,02272c43-695a-4854-8fb0-0b3a3877067e,68b47974-4f15-4388-9873-d2a19377067e,FALSE,CustCnt,ShipTo,Inner,TRUE,278407965,be0a456c-d677-451b-8d4a-b25a00df7630
,COM-Customer4Dash,cbb288b9-6a91-4084-8264-cdb944d60a7e,37da84ee-af63-4101-b964-b7f48fd60a7e,FALSE,Customer,SalesRep,LeftOuter,TRUE,278407966,8bdd789a-1f80-4578-adb5-b25a00df7630
,COM-CustomerSalesTasks,ac131492-7106-4578-a7c4-224a693d1d7e,a9766772-068b-4e18-a2cb-8d7dc13d1d7e,FALSE,Task,Customer,Inner,TRUE,278407967,0aa39702-25f3-4e07-9687-b25a00df7630
,COM-CustomerSalesTasks,ac131492-7106-4578-a7c4-224a693d1d7e,151058e0-27a3-44aa-a590-8d7dc13d1d7e,FALSE,Task,SalesRep,LeftOuter,TRUE,278407968,11568775-9cce-4d33-87f7-b25a00df7630
,COM-CustTrackerCRMCalls,b63d2605-87ce-4032-9810-e8eeaf951d7e,968f215f-06b5-43eb-8b4e-8121ff951d7e,FALSE,CRMCall,CustCnt,LeftOuter,TRUE,278407969,0a8fb7f0-3c89-465d-bf03-b25a00df7630
,COM-CustTrackerCRMCalls,b63d2605-87ce-4032-9810-e8eeaf951d7e,25eb1038-f0a8-4efc-a4ce-8121ff951d7e,FALSE,CRMCall,Customer,LeftOuter,TRUE,278407970,ee8f036f-7d95-4e48-be04-b25a00df7630
,COM-CustTrackerCRMCalls,b63d2605-87ce-4032-9810-e8eeaf951d7e,439d5dc8-da78-444b-bfb3-8121ff951d7e,FALSE,CRMCall,SalesRep,LeftOuter,TRUE,278407971,3e676765-078f-4912-91ab-b25a00df7630
,COM-InvoicesPerCustomer,3379870f-8491-481a-8e3f-78ae97b7217e,693642cf-e163-4846-8b70-cfa12ab8217e,FALSE,InvcHead,Customer,Inner,TRUE,278407972,ac1d9327-15e1-43b7-8266-b25a00df7630
,COM-InvoicesPerCustomer,3379870f-8491-481a-8e3f-78ae97b7217e,d7ec7865-bdcb-43b7-aece-cfa12ab8217e,FALSE,InvcDtl,ProdGrup,LeftOuter,TRUE,278407973,ca8a3635-256e-4f5b-a247-b25a00df7630
,COM-InvoicesPerCustomer,3379870f-8491-481a-8e3f-78ae97b7217e,c8314e8d-ee60-476a-b422-cfa12ab8217e,FALSE,InvcHead,InvcDtl,Inner,TRUE,278407974,90a3178f-9484-48d3-90d4-b25a00df7630
,COM-JobStatusMain,0d06f5ab-5b6a-482b-b1d8-88e112d9217e,67a0bd22-8402-4f27-8bad-2b193ad9217e,FALSE,JobHead,SalesRep,LeftOuter,TRUE,278407975,36fbef21-265f-42ea-8b5a-b25a00df7630
,COM-OrdersPerCustomer,3b50a970-8a34-4888-8687-1b034890247e,e2877b31-a97f-4c12-82cb-e2c7e790247e,FALSE,OrderHed,Customer,Inner,TRUE,278407976,85edcb9c-f73c-4b99-b652-b25a00df7630
,COM-OrdersPerCustomer,3b50a970-8a34-4888-8687-1b034890247e,64220208-765e-4e77-8f6a-e2c7e790247e,FALSE,OrderDtl,OrderHed,Inner,TRUE,278407977,42e0f9a0-d047-4236-8fce-b25a00df7630
,COM-OrdersPerCustomer,3b50a970-8a34-4888-8687-1b034890247e,c1a6fa2e-f02a-4d5b-9b48-e2c7e790247e,FALSE,OrderDtl,OrderMsc,LeftOuter,TRUE,278407978,e3546c1c-e9cb-4243-844c-b25a00df7630
,COM-OrdersPerCustomer,3b50a970-8a34-4888-8687-1b034890247e,5e2af36a-3157-470f-a4d2-e2c7e790247e,FALSE,OrderDtl,ProdGrup,LeftOuter,TRUE,278407979,b8d85772-cc5c-4a3b-8829-b25a00df7630
,COM-OrdersPerCustomer,3b50a970-8a34-4888-8687-1b034890247e,f9a86045-f28c-4d50-b16d-e2c7e790247e,FALSE,OrderHed,SalesRep,LeftOuter,TRUE,278407980,9c67e9ed-29d0-4678-b27c-b25a00df7630
,COM-PoRelease,32bdda4b-5725-40aa-9360-8e14572c297e,e4a7f31a-b8bb-4500-8590-baeba22c297e,FALSE,PORel,JobHead,LeftOuter,TRUE,278407981,76a832db-76fe-4d68-8992-b25a00df7630
,COM-PoRelease,32bdda4b-5725-40aa-9360-8e14572c297e,f4da6e6c-bb96-43e9-963d-baeba22c297e,FALSE,POHeader,Vendor,Inner,TRUE,278407982,bc891838-9b81-4fdc-86f4-b25a00df7630
,COM-PoRelease,32bdda4b-5725-40aa-9360-8e14572c297e,98eb5507-9d70-4cf5-a049-baeba22c297e,FALSE,JobHead,SalesRep,LeftOuter,TRUE,278407983,d54db62d-dd77-4c20-9555-b25a00df7630
,COM-PoRelease,32bdda4b-5725-40aa-9360-8e14572c297e,720a4e4d-f159-432c-b26e-baeba22c297e,FALSE,PODetail,PORel,Inner,TRUE,278407984,194218ea-759d-45f0-896e-b25a00df7630
,COM-PoRelease,32bdda4b-5725-40aa-9360-8e14572c297e,332943ed-4512-401d-ba4c-baeba22c297e,FALSE,POHeader,PODetail,Inner,TRUE,278407985,16c75d9f-90c6-4d6f-8ff4-b25a00df7630
,COM-ShipmentsPerCustomer,b68c773f-9965-4ac4-8c8d-f047cab8327e,4c6eb8f3-b94c-4882-9450-e85a3bb9327e,FALSE,ShipHead,Customer,Inner,TRUE,278407986,000568ef-07ec-47c0-9a73-b25a00df7630
,COM-ShipmentsPerCustomer,b68c773f-9965-4ac4-8c8d-f047cab8327e,7858e3ab-1ba1-4da6-b124-e85a3bb9327e,FALSE,ShipDtl,OrderRel,Inner,TRUE,278407987,96037c44-9b91-448e-a441-b25a00df7630
,COM-ShipmentsPerCustomer,b68c773f-9965-4ac4-8c8d-f047cab8327e,07512a85-eb14-48e9-b13e-e85a3bb9327e,FALSE,ShipHead,ShipDtl,Inner,TRUE,278407988,03657adc-bd57-40d2-8a82-b25a00df7630
,COM-ShipOpenRel,896a8f64-6307-4575-8384-f458c1fc327e,bb00687e-46ea-4803-91f3-d26689fd327e,FALSE,JobProd,JobHead,LeftOuter,TRUE,278407989,1378a3f6-a1ef-4d73-86dd-b25a00df7630
,COM-ShipOpenRel,896a8f64-6307-4575-8384-f458c1fc327e,fcf5064f-fcfd-42e6-92f9-d26689fd327e,FALSE,OrderHed,OrderDtl,Inner,TRUE,278407990,a57d644a-d451-4cd1-a521-b25a00df7630
,COM-ShipOpenRel,896a8f64-6307-4575-8384-f458c1fc327e,a770fafa-0da0-4b11-9e9f-d26689fd327e,FALSE,OrderDtl,OrderRel,Inner,TRUE,278407991,9db9f1ff-6f52-4593-9032-b25a00df7630
,COM-ShipOpenRel,896a8f64-6307-4575-8384-f458c1fc327e,c01449df-9202-4de7-a400-d26689fd327e,FALSE,OrderRel,ShipVia,LeftOuter,TRUE,278407992,a3d12d3c-9eef-4df5-923b-b25a00df7630
,COM-ShipOpenRel,896a8f64-6307-4575-8384-f458c1fc327e,7cbd0283-cb76-4476-a5ef-d26689fd327e,FALSE,ShipDtl,ShipHead,LeftOuter,TRUE,278407993,64f4046b-7122-47ed-983f-b25a00df7630
,COM-ShipOpenRel,896a8f64-6307-4575-8384-f458c1fc327e,c4d3624d-1d9b-4e75-a7c0-d26689fd327e,FALSE,OrderRel,ShipDtl,LeftOuter,TRUE,278407994,0446645e-f287-4d72-8a93-b25a00df7630
,COM-ShipOpenRel,896a8f64-6307-4575-8384-f458c1fc327e,245d5630-8b17-4f15-ac4f-d26689fd327e,FALSE,OrderRel,JobProd,LeftOuter,TRUE,278407995,8341b330-c8cc-4b83-847d-b25a00df7630
,COM-ShipOpenRel,896a8f64-6307-4575-8384-f458c1fc327e,ad02a126-92e3-464b-b084-d26689fd327e,FALSE,OrderHed,Customer,Inner,TRUE,278407996,6555f700-2345-4058-86a8-b25a00df7630
,COM-ShipOpenRel,896a8f64-6307-4575-8384-f458c1fc327e,df66d457-de74-4c3e-b0fe-d26689fd327e,FALSE,OrderDtl,ProdGrup,LeftOuter,TRUE,278407997,e5b62cbc-417d-432d-bebc-b25a00df7630
,COM-ShipOpenRel,896a8f64-6307-4575-8384-f458c1fc327e,d60fbfcd-eedd-4399-b16d-d26689fd327e,FALSE,JobHead,SalesRep,LeftOuter,TRUE,278407998,8845c244-c14f-474e-a9e4-b25a00df7630
,COM-SubcontractPOs,25c06c1c-90cf-4fb0-96c8-70c4f6d5347e,9b40eaca-c5b7-4369-863a-0b7c35d6347e,FALSE,PODetail,PORel,Inner,TRUE,278407999,91d99b0c-0884-4a5f-b7cd-b25a00df7630
,COM-SubcontractPOs,25c06c1c-90cf-4fb0-96c8-70c4f6d5347e,88e24699-37a0-4dd9-a3bd-0b7c35d6347e,FALSE,PORel,JobOpDtl,Inner,TRUE,278408000,f09466b5-49c0-4d83-a55a-b25a00df7630
,COM-SubcontractPOs,25c06c1c-90cf-4fb0-96c8-70c4f6d5347e,f6450038-44ca-4af8-ab74-0b7c35d6347e,FALSE,POHeader,PODetail,Inner,TRUE,278408001,c8ae9f9c-1da2-41ae-af04-b25a00df7630
,COM-SubcontractPOs,25c06c1c-90cf-4fb0-96c8-70c4f6d5347e,55986034-a95d-4a63-b33e-0b7c35d6347e,FALSE,POHeader,Vendor,Inner,TRUE,278408002,9ebbbf7c-6d21-4dfb-97be-b25a00df7630
,CSFPERUFivePointOne,f6d70315-c2f4-4a3b-b2f7-1d897d020a82,a2d64e3c-4e30-44b8-abd7-0b6ceaa3f34a,FALSE,SubQuery6,SubQuery21,LeftOuter,TRUE,278408003,47bd42a2-f168-4fff-bbb9-6a005bafe936
,CSFPERUFivePointOne,f6d70315-c2f4-4a3b-b2f7-1d897d020a82,d53be17d-a31a-4fda-9310-36a700fb46b5,FALSE,SubQuery21,SubQuery3,LeftOuter,TRUE,278408004,3fd035ba-4f0f-48b9-91de-859f38786fe4
,CSFPERUFivePointOne,f6d70315-c2f4-4a3b-b2f7-1d897d020a82,c4a47309-b2de-4626-8f2e-46887d6a5ab6,FALSE,SubQuery21,SubQuery7,LeftOuter,TRUE,278408005,ad3bb5e8-ab12-4031-a062-de41e1a83af2
,CSFPERUFivePointOne,f6d70315-c2f4-4a3b-b2f7-1d897d020a82,da6ba485-27a0-4afa-812c-5058233adbd7,FALSE,SubQuery21,SubQuery4,LeftOuter,TRUE,278408006,467a1c2b-ea4b-4364-b25a-67bfc958a6e6
,CSFPERUFivePointOne,f6d70315-c2f4-4a3b-b2f7-1d897d020a82,efde1c3c-25d7-423d-8170-51679430194d,FALSE,SubQuery21,SubQuery5,LeftOuter,TRUE,278408007,a5eefa56-f5b6-48d0-b0f5-066cfbc59219
,CSFPERUFivePointOne,f6d70315-c2f4-4a3b-b2f7-1d897d020a82,4766bf1f-4f76-4440-8e18-560d47ef00ce,FALSE,SubQuery6,PEGLJrnDtl,LeftOuter,TRUE,278408008,40352aa7-3716-43bd-8be8-06a485d68dc4
,CSFPERUFivePointOne,f6d70315-c2f4-4a3b-b2f7-1d897d020a82,31b273e8-a26c-40a5-8001-7aa1dbf71a3c,FALSE,SubQuery6,TranDocType,LeftOuter,TRUE,278408009,d0a51925-c202-425d-b6a2-675a5c3e3085
,CSFPERUFivePointOne,f6d70315-c2f4-4a3b-b2f7-1d897d020a82,e60b1c44-871d-4e82-9486-d55f560d7515,FALSE,SubQuery6,SubQuery9,Inner,TRUE,278408010,7b283a84-c4d4-44ce-81f6-aaf54c76ccde
,CSFPERUFivePointOne,945fb73d-9576-4ac0-b39d-e1e499c0b6f4,2fb7de56-0f30-4796-87a7-abe329ba9dda,FALSE,GLBook,Currency,Inner,TRUE,278408011,69bcefe8-9304-4395-a692-0c38af5399d3
,EMF-CC-PartVal,66d3b8ae-ec48-4dde-9591-29fb86939458,bdac3262-a57a-44ed-9912-039228455750,TRUE,PartPC,Part,FullOuter,TRUE,278408012,185745f2-4892-4496-b4c3-b25a00df7630
,EMF-CC-UOMs,01976256-8374-4c11-9671-b9508a77fb1c,1074b697-e2eb-4b7d-82a9-9f0242818cff,FALSE,Part,UOMConv,Inner,TRUE,278408013,562fadc8-008d-447e-b4ef-b25a00df7630
,EMF-CC-UOMs,01976256-8374-4c11-9671-b9508a77fb1c,77ba94e8-4cf1-4b24-8b4b-c9d2184d216e,FALSE,SubQuery1,PartPC,Inner,TRUE,278408014,ec4623cc-6174-415d-b35d-b25a00df7630
,EMF-CC-UOMs,01976256-8374-4c11-9671-b9508a77fb1c,d3ddbb50-c4a5-4fb6-a62c-d0ed81a82cdc,TRUE,PartPC,Part,Inner,TRUE,278408015,fc8fea5b-0ad9-4e3e-8077-b25a00df7630
,EMF-CC-UOMs,01976256-8374-4c11-9671-b9508a77fb1c,5423f182-7545-4370-8162-fffcf75f0511,FALSE,PartPC,UOMConv,Inner,TRUE,278408016,2626b774-db3c-45cb-8867-b25a00df7630
,EMF-CustMassShip-UOM,01976256-8374-4c11-9671-b9508a77fb1c,c12c7ff8-78f4-4ad3-a84e-2936fe863702,FALSE,SubQuery1,UOMConv,Inner,TRUE,278408017,efafe5db-f478-497b-9f3d-b25a00df7630
,EMF-CustMassShip-UOM,01976256-8374-4c11-9671-b9508a77fb1c,1074b697-e2eb-4b7d-82a9-9f0242818cff,FALSE,Part,UOMConv,Inner,TRUE,278408018,37c0375a-bb43-475b-90ee-b25a00df7630
,EMF-CustMassShip-UOM,01976256-8374-4c11-9671-b9508a77fb1c,77ba94e8-4cf1-4b24-8b4b-c9d2184d216e,FALSE,SubQuery1,PartPC,Inner,TRUE,278408019,e0c568ce-8263-4e61-88e2-b25a00df7630
,EMF-CustMassShip-UOM,01976256-8374-4c11-9671-b9508a77fb1c,d3ddbb50-c4a5-4fb6-a62c-d0ed81a82cdc,TRUE,PartPC,Part,Inner,TRUE,278408020,e86bf665-3eae-42f8-8250-b25a00df7630
,EMF-CustMassShip-UOM,01976256-8374-4c11-9671-b9508a77fb1c,5423f182-7545-4370-8162-fffcf75f0511,FALSE,PartPC,UOMConv,Inner,TRUE,278408021,cf95fc36-a149-4d19-aa84-b25a00df7630
,EMF-FindPOUsingPartNum,c668e2f2-49e0-471f-88af-b9026ff69587,b9d87e7c-1bdb-4c3d-b312-06116289aafc,TRUE,Part,PODetail,FullOuter,TRUE,278408022,fa1e4f08-56f7-4e6d-9997-b25a00df7630
,EMF-FindPOUsingPartNum,c668e2f2-49e0-471f-88af-b9026ff69587,60824154-b251-4280-ba4e-93ccf6c9b03f,FALSE,PartPC,PODetail,FullOuter,TRUE,278408023,6a3cf732-f43b-4e46-970b-b25a00df7630
,EMF-PartUOMList,b1f0ee75-eebf-466f-9b8e-96b80cec6881,d12a9595-f707-49a1-845f-69868b651a80,FALSE,Part,UOMConv,Inner,TRUE,278408024,0804074a-f87e-4c3c-b725-b25a00df7630
,EMF-PartUOMList,b1f0ee75-eebf-466f-9b8e-96b80cec6881,9aabd98b-0c4a-492f-ace9-b1ef44dbe3f3,TRUE,Part,PartPC,Inner,TRUE,278408025,75ecd8cf-7dda-4f0b-893f-b25a00df7630
,EMF-PO-Open-List,7aeb3d8b-5e35-4f01-9cec-a6ed2cc7a892,cb3159f8-448e-4c70-a1d8-9d9123f4d234,TRUE,POHeader,Vendor,Inner,TRUE,278408026,5c3e35ba-4114-41ce-974c-b25a00df7630
,EMF-PO-Open-List,7aeb3d8b-5e35-4f01-9cec-a6ed2cc7a892,5d453cb2-231b-410f-a4f6-fa0f264991c2,FALSE,ContainerDetail,POHeader,RightOuter,TRUE,278408027,748a8e0d-2058-4fe7-ac67-b25a00df7630
,EMF-RelatedJobQuery,de8789ee-2b9e-4303-8514-5e6191735c2a,81eea7ed-b599-4fb8-8567-9bdd27f3b7f8,FALSE,JobProdCTE,c,Inner,TRUE,278408028,99f7794c-3b5c-4ac7-935a-b25a00df7630
,EMF-RelatedJobQuery,a743c47f-cdd8-4f73-bbc0-d42669e3622a,779d998f-9739-4c82-9409-7b14e142fc08,TRUE,JobHead,JobProd2,Inner,TRUE,278408029,8cdacf3a-a71c-47fc-ae2d-b25a00df7630
,EMF-TFO-Ship-UOM,b04941bc-052a-4614-8c76-4f3cbc41f91c,4ab6af62-bcbf-4ae5-a783-62e3fc481f70,TRUE,TFOrdHed,TFOrdDtl,Inner,TRUE,278408030,47a9b5b7-eeb0-4b08-8e8f-b25a00df7630
,EMF-TFO-Ship-UOM,01976256-8374-4c11-9671-b9508a77fb1c,c12c7ff8-78f4-4ad3-a84e-2936fe863702,FALSE,SubQuery1,UOMConv,Inner,TRUE,278408031,8132fc91-63e4-47fa-8a36-b25a00df7630
,EMF-TFO-Ship-UOM,01976256-8374-4c11-9671-b9508a77fb1c,1074b697-e2eb-4b7d-82a9-9f0242818cff,FALSE,Part,UOMConv,Inner,TRUE,278408032,3b1ccb22-9b83-4cc6-b4e7-b25a00df7630
,EMF-TFO-Ship-UOM,01976256-8374-4c11-9671-b9508a77fb1c,77ba94e8-4cf1-4b24-8b4b-c9d2184d216e,FALSE,SubQuery1,PartPC,Inner,TRUE,278408033,73afe662-377c-4732-8e40-b25a00df7630
,EMF-TFO-Ship-UOM,01976256-8374-4c11-9671-b9508a77fb1c,d3ddbb50-c4a5-4fb6-a62c-d0ed81a82cdc,TRUE,PartPC,Part,Inner,TRUE,278408034,3e280ac1-af18-4aa6-a413-b25a00df7630
,EMF-TFO-Ship-UOM,01976256-8374-4c11-9671-b9508a77fb1c,5423f182-7545-4370-8162-fffcf75f0511,FALSE,PartPC,UOMConv,Inner,TRUE,278408035,7345062b-139d-40ce-a95e-b25a00df7630
,EPIC03-DeptLoad,b94b4018-ae52-4c05-953e-4ec6600b6fbc,91a33de6-4e3f-440e-b1fc-0ec8e51d0a77,FALSE,ResourceGroup,SubQuery1,Inner,TRUE,278408036,f7278a32-3ac5-4336-bfdb-b25a00df7630
,EPIC03-DeptLoad,b94b4018-ae52-4c05-953e-4ec6600b6fbc,47273a8d-405d-4751-9b4b-9e38e931b8d7,TRUE,ResourceGroup,JCDept,Inner,TRUE,278408037,ad21d8b7-4411-4e4c-901d-b25a00df7630
,EPIC03-ResGroupLoad,b94b4018-ae52-4c05-953e-4ec6600b6fbc,91a33de6-4e3f-440e-b1fc-0ec8e51d0a77,FALSE,ResourceGroup,SubQuery1,Inner,TRUE,278408038,c1136664-a177-469f-9d77-b25a00df7630
,EPIC03-ResGroupLoad,b94b4018-ae52-4c05-953e-4ec6600b6fbc,47273a8d-405d-4751-9b4b-9e38e931b8d7,TRUE,ResourceGroup,JCDept,Inner,TRUE,278408039,535ca64f-1bf8-4ff9-8fd4-b25a00df7630
,EPIC03-ResGroupLoadDept,b94b4018-ae52-4c05-953e-4ec6600b6fbc,91a33de6-4e3f-440e-b1fc-0ec8e51d0a77,FALSE,ResourceGroup,SubQuery1,Inner,TRUE,278408040,b5a7712c-95f8-4718-bff3-b25a00df7630
,EPIC03-ResGroupLoadDept,b94b4018-ae52-4c05-953e-4ec6600b6fbc,47273a8d-405d-4751-9b4b-9e38e931b8d7,TRUE,ResourceGroup,JCDept,LeftOuter,TRUE,278408041,42bcd568-59f3-4f1a-ae38-b25a00df7630
,EPIC03-ResourceLoad,b94b4018-ae52-4c05-953e-4ec6600b6fbc,91a33de6-4e3f-440e-b1fc-0ec8e51d0a77,FALSE,ResourceGroup,SubQuery1,Inner,TRUE,278408042,256382a0-42be-4499-bb48-b25a00df7630
,EPIC03-ResourceLoad,b94b4018-ae52-4c05-953e-4ec6600b6fbc,47273a8d-405d-4751-9b4b-9e38e931b8d7,TRUE,ResourceGroup,JCDept,Inner,TRUE,278408043,cf1660ed-6b29-4b48-a29a-b25a00df7630
,EPIC03-ResourceLoad,b94b4018-ae52-4c05-953e-4ec6600b6fbc,c592a39d-0032-47d8-8919-bb733eb8f261,FALSE,SubQuery1,Resource,Inner,TRUE,278408044,2c2383ac-5274-4da1-9d24-b25a00df7630
,FSAInventory,17369bff-341a-4d9b-9ce2-5baf4b70e3ce,a3b4fbe0-45f5-41d8-a483-9b8a14014598,TRUE,PartBin,Part,Inner,TRUE,278408045,c4b26a57-5700-4163-b05e-b25a00df7630
,FSAInventory,17369bff-341a-4d9b-9ce2-5baf4b70e3ce,5f9163c8-91f1-476c-acea-beb80ce78445,FALSE,Warehse,PartBin,Inner,TRUE,278408046,d4f090ba-9bf7-44e9-91c7-b25a00df7630
,FSAInventory,17369bff-341a-4d9b-9ce2-5baf4b70e3ce,99ecaf28-4ac7-4c19-a157-f3e5d23081e0,TRUE,WhseBin,PartBin,Inner,TRUE,278408047,486cdfad-8970-4eef-945d-b25a00df7630
,UBC_BAQ,1c1ff513-2464-48c3-8905-5cc80a39c8d0,daff93d5-317c-462c-b8ee-842f26d898cd,FALSE,SysActivity,GetMostRecent,RightOuter,TRUE,278408048,4690261e-a257-4dd7-8cf8-b25a00df7630
,UBC_BAQ,1c1ff513-2464-48c3-8905-5cc80a39c8d0,a072d6ff-f75a-40ef-981c-a47f9579d3fb,FALSE,QueryHdr,GetMostRecent,LeftOuter,TRUE,278408049,420b575b-72e3-4908-95f4-b25a00df7630
,UBC_Dashboards,31989cda-b37e-4571-84f2-0c31b832e0d2,5ed3dcc0-7d51-4c53-86bc-5243ee34a4a9,FALSE,DashBdBAQ,QueryHdr,LeftOuter,TRUE,278408050,a2a962ce-807b-4f79-8529-b25a00df7630
,UBC_Dashboards,31989cda-b37e-4571-84f2-0c31b832e0d2,5b9d033b-4c28-4247-83ca-88e048843f4c,FALSE,DashBdBAQ,OnMenuDashboards,LeftOuter,TRUE,278408051,2a4e5b63-9be1-4be4-aa2c-b25a00df7630
,UBC-MenuItems,23bdfe55-7904-4eed-ab9d-8d4963df57ce,a31a60ed-45d5-4eca-8f5a-bfde062442db,FALSE,Menu,ParentMenu,LeftOuter,TRUE,278408052,91eecdde-6cc9-410e-b371-b25a00df7630
,zActCostAllocDetails,04ca24e9-8aac-4865-bcab-7c91d98a7ec7,67bc2174-efc3-4a1b-ad83-917e10351698,FALSE,ActualCostAllocationLineDtl,Customer,LeftOuter,TRUE,278408053,9bf27e33-1495-49b6-8160-b25a00df7630
,zActCostAllocGLTrans,c95fed51-4bb3-45c5-893e-d3646133b4bb,46dd4229-7f99-4e59-9f8b-1051d4177318,FALSE,ActualCostAllocationGLTran,ActualCostingGLAccountGroup,Inner,TRUE,278408054,ea47cd19-6637-4b77-ad5d-b25a00df7630
,zActCostAllocGLTrans,c95fed51-4bb3-45c5-893e-d3646133b4bb,4bc3926b-5e16-4865-a36e-c304e9d18179,FALSE,ActualCostAllocationGLTran,GLJrnDtl,Inner,TRUE,278408055,d1cf14d5-eca8-4820-9b7a-b25a00df7630
,zActCostAllocGLTrans,c95fed51-4bb3-45c5-893e-d3646133b4bb,e45a6361-eb0d-4e86-bd43-cac2d9af290e,TRUE,GLJrnDtl,GLAcctDisp,Inner,TRUE,278408056,1d4164c4-d1b0-42cd-880c-b25a00df7630
,zActCostAllocReportHeader,7a1603e9-353d-4b3b-a3a0-f6f0d5ac97b8,87cdff4f-b023-4db8-b5e2-6f2c20136acb,TRUE,Company,XbSyst,Inner,TRUE,278408057,3bfde1f6-addf-48a9-87e5-b25a00df7630
,zActCostAllocReportHeader,7a1603e9-353d-4b3b-a3a0-f6f0d5ac97b8,56f3aded-a5bf-4816-8d4c-76995124ef86,FALSE,ActualCostAllocationHead,Company,Inner,TRUE,278408058,d2e6df37-d606-4cb0-9d9d-b25a00df7630
,zActCostAllocReportHeader,7a1603e9-353d-4b3b-a3a0-f6f0d5ac97b8,1be14714-cd57-4d7c-b07c-96deeb158661,FALSE,ActualCostAllocationHead,ActualCostingCategory,Inner,TRUE,278408059,af7b4534-0318-44a4-ac94-b25a00df7630
,zActCostAllocReportHeader,7a1603e9-353d-4b3b-a3a0-f6f0d5ac97b8,dc4b07bd-f120-4bb0-907c-accdc779fdbe,TRUE,Company,Currency,Inner,TRUE,278408060,50adc806-2302-4a77-b7e4-b25a00df7630
,zActCostAllocReportHeader,7a1603e9-353d-4b3b-a3a0-f6f0d5ac97b8,0e35b1af-e83f-4512-b13d-ddde108ee600,FALSE,ActualCostAllocationHead,Plant,Inner,TRUE,278408061,7d497305-0d2c-4cc6-b372-b25a00df7630
,zActCostAllocSummary,94178c30-62b0-4570-a5ed-06fde714a1c3,914e9c1c-bf75-432f-b729-09883a0c941b,FALSE,ActualCostAllocationLine_PrevPeriod,ActualCostAllocationLineDtl_PrevPeriod,Inner,TRUE,278408062,ad7dc62d-3bf1-46e8-97c4-b25a00df7630
,zActCostAllocSummary,94178c30-62b0-4570-a5ed-06fde714a1c3,3fabe79f-369b-436a-a6b0-edb3aa4f58af,FALSE,ActualCostAllocationHead_PrevPeriod,ActualCostAllocationLine_PrevPeriod,LeftOuter,TRUE,278408063,12dd59f4-99f1-4639-af43-b25a00df7630
,zActCostAllocSummary,94178c30-62b0-4570-a5ed-06fde714a1c3,b1c6d7fc-b9c5-486e-ab22-efe891c72c1e,FALSE,ActualCostAllocationHead_Current,ActualCostAllocationHead_PrevPeriod,LeftOuter,TRUE,278408064,84f8ae05-7801-4dbb-8e5f-b25a00df7630
,zActCostAllocSummary,50f78fa5-6f72-4a46-a8cb-94e871379bc3,7acae63e-4b8d-4a2e-b1aa-8fed79dc2ee7,FALSE,ActualCostAllocationLine,PreviousPeriod,LeftOuter,TRUE,278408065,b1f51382-85cc-4bcd-bc96-b25a00df7630
,zActCostAllocSummary,50f78fa5-6f72-4a46-a8cb-94e871379bc3,3c03395e-2c6c-45a2-999a-aded7bbf267f,FALSE,ActualCostAllocationLine,Part,Inner,TRUE,278408066,66784439-b8a0-43ef-9650-b25a00df7630
,zActCostAllocSummary,50f78fa5-6f72-4a46-a8cb-94e871379bc3,c9433bcf-5c64-44b9-b9d7-bb58b96579c2,FALSE,ActualCostAllocationLine,ActualCostAllocationLineDtl,Inner,TRUE,278408067,8a5f44ae-6bec-44d2-be88-b25a00df7630
,zActCostAllocSummary,50f78fa5-6f72-4a46-a8cb-94e871379bc3,6965bdb7-1d86-428a-a154-cefa24946606,FALSE,ActualCostAllocationHead,ActualCostAllocationLine,Inner,TRUE,278408068,96e14b5b-0ee6-4f63-b0cf-b25a00df7630
