Company,QueryID,SubQueryID,Relation ID,IsFK,ParentTableID,ChildTableID,JoinType,SystemFlag,SysRevID,SysRowID
,zIWOrderDtl,b9742de1-e548-4def-97e9-c7fbc4cf411a,ff6c0cd6-3bc1-42dc-aea9-1b09c8cf411a,TRUE,OrderDtl,RMAHead,LeftOuter,TRUE,278409542,1c7870ef-961f-46ed-9dbc-b25a00df7643
,zIWOrderDtl,b9742de1-e548-4def-97e9-c7fbc4cf411a,40812c5f-4c45-4c82-ba91-1b09c8cf411a,FALSE,OrderDtl,PriceLst,LeftOuter,TRUE,278409543,9d357fd0-f2d3-4698-a4fc-b25a00df7643
,zIWOrderDtl,b9742de1-e548-4def-97e9-c7fbc4cf411a,4c553757-8d28-463c-bb5f-1b09c8cf411a,FALSE,OrderDtl,TaxCat,LeftOuter,TRUE,278409544,24f7cf33-c57f-41cb-a544-b25a00df7643
,zIWOrderHed,a2730e2e-c668-40bf-868d-46cedacf411a,a7f3462c-d449-4bf3-8169-6766ddcf411a,FALSE,OrderHed,Terms,LeftOuter,TRUE,278409545,1103dd06-0422-40af-84c9-b25a00df7643
,zIWOrderHed,a2730e2e-c668-40bf-868d-46cedacf411a,f5b18491-f975-4b26-89ab-6766ddcf411a,FALSE,OrderHed,CustCnt,LeftOuter,TRUE,278409546,4c3efacb-5a61-4f2f-b385-b25a00df7643
,zIWOrderHed,a2730e2e-c668-40bf-868d-46cedacf411a,378e7e2a-b217-4898-8b1e-6766ddcf411a,FALSE,OrderHed,ShipToCustCnt,LeftOuter,TRUE,278409547,5b5661e7-7116-4058-842f-b25a00df7643
,zIWOrderHed,a2730e2e-c668-40bf-868d-46cedacf411a,66877aca-8873-4ab6-9930-6766ddcf411a,FALSE,OrderHed,Currency,LeftOuter,TRUE,278409548,c95c20f5-6fd8-4604-a407-b25a00df7643
,zIWOrderHed,a2730e2e-c668-40bf-868d-46cedacf411a,41c130a2-1e24-489d-9fd7-6766ddcf411a,TRUE,OrderHed,CustomerBuffer,Inner,TRUE,278409549,e7b7bf49-38ae-4f8c-96e5-b25a00df7643
,zIWOrderHed,a2730e2e-c668-40bf-868d-46cedacf411a,7d7d5841-7769-4c61-a5f4-6766ddcf411a,FALSE,OrderHed,HDCase,LeftOuter,TRUE,278409550,e9543b90-866e-4f98-8819-b25a00df7643
,zIWOrderHed,a2730e2e-c668-40bf-868d-46cedacf411a,9a504c70-9ad1-4a4a-b0fc-6766ddcf411a,FALSE,OrderHed,Customer,Inner,TRUE,278409551,b940f030-b6c2-4977-a984-b25a00df7643
,zIWOrderHed,a2730e2e-c668-40bf-868d-46cedacf411a,8351d02c-5ce6-4252-bae1-6766ddcf411a,FALSE,OrderHed,ShipVia,LeftOuter,TRUE,278409552,5aa47595-5100-4389-a2be-b25a00df7643
,zIWOrderHed,a2730e2e-c668-40bf-868d-46cedacf411a,9556a6d9-2b01-490c-bcbf-6766ddcf411a,FALSE,OrderHed,ShipTo,LeftOuter,TRUE,278409553,8f4345b2-81f1-4fd4-8468-b25a00df7643
,zIWOrderHed,a2730e2e-c668-40bf-868d-46cedacf411a,656a9fd6-4328-4ee8-bed1-6766ddcf411a,FALSE,OrderHed,BTCustCnt,LeftOuter,TRUE,278409554,104887bc-1d78-4f20-bc1e-b25a00df7643
,zIWOrderHedMsc,d0c05340-f189-4bd4-b573-a352f0cf411a,9589afe4-f57f-47ae-86fc-46df01d0411a,FALSE,OrderHed,Customer,Inner,TRUE,278409555,f4a46294-4865-4628-8921-b25a00df7643
,zIWOrderHedMsc,d0c05340-f189-4bd4-b573-a352f0cf411a,c20d2f93-bd12-4ccb-979f-46df01d0411a,FALSE,OrderMsc,OrderHed,Inner,TRUE,278409556,473ecd1c-6f0b-4ce1-9681-b25a00df7643
,zIWOrderLineMsc,c72884a4-38f5-4461-b7ad-71a414d0411a,db8f5eb9-bb8f-486b-8a9f-4ea016d0411a,TRUE,OrderHed,Customer,Inner,TRUE,278409557,3afdb176-055b-446f-9bcc-b25a00df7643
,zIWOrderLineMsc,c72884a4-38f5-4461-b7ad-71a414d0411a,246119a5-bea0-4fd4-96e8-4ea016d0411a,TRUE,OrderMsc,OrderDtl,Inner,TRUE,278409558,da2f35d5-d0e1-4755-8143-b25a00df7643
,zIWOrderLineMsc,c72884a4-38f5-4461-b7ad-71a414d0411a,3fe4ab51-a450-4322-b1f4-4ea016d0411a,TRUE,OrderHed,OrderMsc,Inner,TRUE,278409559,3a008e15-9c3c-4ec0-b480-b25a00df7643
,zIWOrderRel,f1fd3dbf-14c4-41b6-b4cf-9bb329d0411a,d0bed5bf-1dba-45bd-86fd-89d62bd0411a,FALSE,OrderRel,CustCnt,LeftOuter,TRUE,278409560,365290e3-9598-4399-bb43-b25a00df7643
,zIWOrderRel,f1fd3dbf-14c4-41b6-b4cf-9bb329d0411a,8df051ed-cab4-4d43-96be-89d62bd0411a,TRUE,OrderRel,Customer,Inner,TRUE,278409561,0ce3fbaa-adc6-461e-9b58-b25a00df7643
,zIWOrderRel,f1fd3dbf-14c4-41b6-b4cf-9bb329d0411a,3bc80d3c-1c44-4e70-b8d9-89d62bd0411a,TRUE,OrderRel,OrderDtl,Inner,TRUE,278409562,be974661-9505-4653-85e8-b25a00df7643
,zIWOrderRel,f1fd3dbf-14c4-41b6-b4cf-9bb329d0411a,421b991d-253d-4952-815d-9afd2bd0411a,TRUE,OrderRel,ShipVia,LeftOuter,TRUE,278409563,29790875-7842-481c-8cb8-b25a00df7643
,zIWOrderRel,f1fd3dbf-14c4-41b6-b4cf-9bb329d0411a,1dea6071-a93b-42c8-89ec-9afd2bd0411a,TRUE,OrderRel,Warehse,LeftOuter,TRUE,278409564,955408db-2f77-466e-9fd7-b25a00df7643
,zIWOrderRel,f1fd3dbf-14c4-41b6-b4cf-9bb329d0411a,0ba5f03d-fb46-438c-98cd-9afd2bd0411a,FALSE,OrderRel,ShipTo,LeftOuter,TRUE,278409565,8bbaec5f-e7cf-48ca-b27e-b25a00df7643
,zIWOrderRel,f1fd3dbf-14c4-41b6-b4cf-9bb329d0411a,2abb792d-c322-4f25-a98b-9afd2bd0411a,TRUE,OrderRel,Plant,LeftOuter,TRUE,278409566,9dccbb3d-5011-4fb1-af7a-b25a00df7643
,zIWQSalesRP,dc045c5b-e8df-4d03-adc7-c5c23ed0411a,2b0b3b29-71bf-4155-9f4f-138c4fd0411a,TRUE,QuoteHed,Customer,Inner,TRUE,278409567,10192ac5-2bfb-436c-82d8-b25a00df7643
,zIWQSalesRP,dc045c5b-e8df-4d03-adc7-c5c23ed0411a,1f7969fe-2896-4250-a150-138c4fd0411a,TRUE,QSalesRP,QuoteHed,Inner,TRUE,278409568,1af90457-9ec7-4ee6-aa14-b25a00df7643
,zIWQSalesRP,dc045c5b-e8df-4d03-adc7-c5c23ed0411a,3085d75f-6969-46af-a867-138c4fd0411a,TRUE,QSalesRP,RoleCd,LeftOuter,TRUE,278409569,a94c79a9-9c11-4245-bdd6-b25a00df7643
,zIWQuoteAdt,33237b00-db96-4ed7-9a5f-609f62d0411a,4d2df131-bec9-4f69-8906-6acc72d0411a,FALSE,QuoteAdt,QuoteHed,Inner,TRUE,278409570,1f222ff5-b0e3-4c9f-b835-b25a00df7643
,zIWQuoteAdt,33237b00-db96-4ed7-9a5f-609f62d0411a,4f398675-39e9-46d6-ab6b-6acc72d0411a,FALSE,QuoteHed,Customer,Inner,TRUE,278409571,489c2272-e934-4160-9c2d-b25a00df7643
,zIWQuoteCnt,3f15d09c-9c21-4515-8ba6-846a85d0411a,e46b7cfe-be52-4800-8e90-ea5486d0411a,TRUE,QuoteCnt,CustCnt,Inner,TRUE,278409572,4e820465-2c9e-4397-a9b6-b25a00df7643
,zIWQuoteCnt,3f15d09c-9c21-4515-8ba6-846a85d0411a,e8c529f4-b5be-44d5-a018-ea5486d0411a,FALSE,QuoteCnt,Customer,Inner,TRUE,278409573,f222b308-9233-4a3c-af74-b25a00df7643
,zIWQuoteCnt,3f15d09c-9c21-4515-8ba6-846a85d0411a,183f211f-aa3a-4e1a-b7eb-ea5486d0411a,TRUE,QuoteCnt,QuoteHed,Inner,TRUE,278409574,7c8c4c3b-31c3-4b60-8546-b25a00df7643
,zIWQuoteCom,e3a3e171-9f35-456c-b8a3-151a99d0411a,8e78f2f4-9628-4b05-ad98-8531aad0411a,FALSE,QuoteHed,Customer,Inner,TRUE,278409575,51e18e11-0da8-4125-9756-b25a00df7643
,zIWQuoteCom,e3a3e171-9f35-456c-b8a3-151a99d0411a,0e9a5c06-f8a7-436b-b618-8531aad0411a,FALSE,QuoteCom,QuoteHed,Inner,TRUE,278409576,2e0d31e5-72d6-408b-854e-b25a00df7643
,zIWQuoteDtl,589ea8e9-c880-4d0d-a8a8-c11dbdd0411a,123ae482-2bd2-4efa-9a12-9e19bfd0411a,FALSE,QuoteDtl,PriceLst,LeftOuter,TRUE,278409577,c090fd26-fee6-4fe1-86a9-b25a00df7643
,zIWQuoteDtl,589ea8e9-c880-4d0d-a8a8-c11dbdd0411a,ac23998b-a65e-40a2-9d4f-9e19bfd0411a,FALSE,QuoteDtl,Customer,Inner,TRUE,278409578,7668872f-ab6f-435a-b48c-b25a00df7643
,zIWQuoteDtl,589ea8e9-c880-4d0d-a8a8-c11dbdd0411a,f0c19c39-c010-464a-a452-9e19bfd0411a,TRUE,QuoteDtl,QuoteHed,Inner,TRUE,278409579,83d0f415-abea-400d-9105-b25a00df7643
,zIWQuoteHed,2177eb5b-b2f2-49fc-96f2-eb2cd2d0411a,9137ce55-4d49-42a6-85f3-a46ed8d0411a,FALSE,QuoteCnt,CustCnt,LeftOuter,TRUE,278409580,0c21793c-9faf-49c4-ad9c-b25a00df7643
,zIWQuoteHed,2177eb5b-b2f2-49fc-96f2-eb2cd2d0411a,c9c3ab86-fc77-4c8c-969a-a46ed8d0411a,TRUE,QuoteHed,HDCase,LeftOuter,TRUE,278409581,25a8fa2f-efff-4139-bbdd-b25a00df7643
,zIWQuoteHed,2177eb5b-b2f2-49fc-96f2-eb2cd2d0411a,48c730b4-9efc-43b5-a61e-a46ed8d0411a,FALSE,QuoteHed,Customer,Inner,TRUE,278409582,381ca3fd-7de5-49c8-ad91-b25a00df7643
,zIWQuoteHed,2177eb5b-b2f2-49fc-96f2-eb2cd2d0411a,ded9d82e-4c16-4089-b9d9-a46ed8d0411a,FALSE,QuoteHed,Currency,LeftOuter,TRUE,278409583,922b9211-913e-4288-88f8-b25a00df7643
,zIWQuoteHed,2177eb5b-b2f2-49fc-96f2-eb2cd2d0411a,87c4919d-fdea-4855-8780-b595d8d0411a,FALSE,QuoteHed,ShipVia,LeftOuter,TRUE,278409584,b51eb59a-968a-41b3-8cd4-b25a00df7643
,zIWQuoteHed,2177eb5b-b2f2-49fc-96f2-eb2cd2d0411a,56b41c31-e0f5-46ec-8eae-b595d8d0411a,FALSE,QuoteHed,MktgCamp,LeftOuter,TRUE,278409585,e411c12a-6c1c-4728-ade2-b25a00df7643
,zIWQuoteHed,2177eb5b-b2f2-49fc-96f2-eb2cd2d0411a,35f8fdd7-938c-42fd-9577-b595d8d0411a,FALSE,QuoteHed,Reason,LeftOuter,TRUE,278409586,73c00851-c5ac-4099-a22a-b25a00df7643
,zIWQuoteHed,2177eb5b-b2f2-49fc-96f2-eb2cd2d0411a,1c116c3e-8cdd-4099-986f-b595d8d0411a,FALSE,QuoteHed,MktgEvnt,LeftOuter,TRUE,278409587,adcadd25-5971-4688-ae38-b25a00df7643
,zIWQuoteHed,2177eb5b-b2f2-49fc-96f2-eb2cd2d0411a,372c5383-524d-48ef-9b7c-b595d8d0411a,FALSE,QuoteHed,QuoteCnt,LeftOuter,TRUE,278409588,c73c110f-974d-492e-90e1-b25a00df7643
,zIWQuoteHed,2177eb5b-b2f2-49fc-96f2-eb2cd2d0411a,8b9bbcb8-b507-4d02-a68b-b595d8d0411a,FALSE,QuoteHed,Terms,LeftOuter,TRUE,278409589,135001de-7ad7-4413-9dc2-b25a00df7643
,zIWQuoteHed,2177eb5b-b2f2-49fc-96f2-eb2cd2d0411a,2256ba05-e02f-46b7-a6ec-b595d8d0411a,FALSE,QuoteHed,ShipTo,LeftOuter,TRUE,278409590,4474b59f-f97c-4ccb-9af1-b25a00df7643
,zIWQuoteHed,2177eb5b-b2f2-49fc-96f2-eb2cd2d0411a,58a532d6-a573-47a1-b6db-b595d8d0411a,FALSE,QuoteHed,SalesTer,LeftOuter,TRUE,278409591,1e18826a-b05b-40ee-a0a5-b25a00df7643
,zIWQuoteHed,2177eb5b-b2f2-49fc-96f2-eb2cd2d0411a,56ab1cd3-e5fd-422f-be80-b595d8d0411a,FALSE,QuoteHed,TaskSet,LeftOuter,TRUE,278409592,6f236d81-c119-4933-8bae-b25a00df7643
,zIWQuoteHedMsc,9a34dd6a-8531-4c5e-a7db-24f7ebd0411a,3677d796-a208-42a5-9d0c-940efdd0411a,TRUE,QuoteMsc,QuoteHed,Inner,TRUE,278409593,d6a2df17-51f8-4cf9-a15e-b25a00df7643
,zIWQuoteHedMsc,9a34dd6a-8531-4c5e-a7db-24f7ebd0411a,f3d5b690-3a1b-4017-a274-940efdd0411a,TRUE,QuoteHed,Customer,Inner,TRUE,278409594,b341592e-5b88-47bd-af9c-b25a00df7643
,zIWQuoteLineMsc,df1ae2f7-ece2-4c33-bed6-e12110d1411a,448823b3-c7bf-4286-8267-7a8111d1411a,FALSE,QuoteHed,Customer,Inner,TRUE,278409595,616e96b6-2b27-42a5-8bcd-b25a00df7643
,zIWQuoteLineMsc,df1ae2f7-ece2-4c33-bed6-e12110d1411a,545d38c9-7b29-40ad-aae0-7a8111d1411a,FALSE,QuoteMsc,QuoteHed,Inner,TRUE,278409596,528e9d21-2fc0-4fae-aae3-b25a00df7643
,zIWQuoteLineMsc,df1ae2f7-ece2-4c33-bed6-e12110d1411a,5524d114-6818-46d7-bc22-7a8111d1411a,TRUE,QuoteMsc,QuoteDtl,Inner,TRUE,278409597,2ddb7d93-a3c8-4edc-ab2b-b25a00df7643
,zIWQuoteMsc,b5d2b17c-e0fa-4c99-a180-941f24d1411a,a08f5842-4611-4f6f-8763-6a2136d1411a,TRUE,QuoteMsc,QuoteHed,LeftOuter,TRUE,278409598,9599815d-1026-4595-9c02-b25a00df7643
,zIWQuoteMsc,b5d2b17c-e0fa-4c99-a180-941f24d1411a,4df60d5f-e56d-45a9-a572-6a2136d1411a,TRUE,QuoteMsc,QuoteDtl,LeftOuter,TRUE,278409599,a696050b-4963-496d-a20b-b25a00df7643
,zIWQuoteMsc,b5d2b17c-e0fa-4c99-a180-941f24d1411a,5b4bdc5b-84c5-4184-aea8-6a2136d1411a,FALSE,QuoteMsc,QuoteQty,LeftOuter,TRUE,278409600,75ad4321-dfc7-4696-8307-b25a00df7643
,zIWQuoteQty,4a47b0b5-f898-4131-870e-84bf48d1411a,ea09c711-3135-4f0b-a8b3-61bb4ad1411a,TRUE,QuoteQty,QuoteDtl,Inner,TRUE,278409601,e5ff0a62-7557-478a-a05b-b25a00df7643
,zIWQuoteQty,4a47b0b5-f898-4131-870e-84bf48d1411a,1ba1b9a6-1582-468b-bdc2-61bb4ad1411a,FALSE,QuoteHed,Customer,Inner,TRUE,278409602,b3e1f62b-f108-49b1-9db2-b25a00df7643
,zIWQuoteQty,4a47b0b5-f898-4131-870e-84bf48d1411a,6ecf8e85-9de3-4de2-9360-72e24ad1411a,FALSE,QuoteQty,QuoteHed,Inner,TRUE,278409603,668674b9-9ad5-4404-926d-b25a00df7643
,zIWQuoteQtyMsc,9ebc5a6f-8789-4664-b29b-e8915bd4411a,12713cc6-bbd2-4a3c-9550-4e7c5cd4411a,FALSE,QuoteHed,Customer,Inner,TRUE,278409604,56cfc312-991d-48ee-a712-b25a00df7643
,zIWQuoteQtyMsc,9ebc5a6f-8789-4664-b29b-e8915bd4411a,57c1ecbc-5bda-4479-a018-4e7c5cd4411a,FALSE,QuoteMsc,QuoteHed,Inner,TRUE,278409605,7b787231-4bd9-4a6d-a735-b25a00df7643
,zIWQuoteQtyMsc,9ebc5a6f-8789-4664-b29b-e8915bd4411a,4d96041d-68f4-44fd-ba1f-4e7c5cd4411a,FALSE,QuoteMsc,QuoteQty,Inner,TRUE,278409606,e1491f61-c1e1-487b-86a9-b25a00df7643
,zIWRMADisp,fdad4d26-bb62-4530-a92d-acb66fd4411a,ee937429-06f2-4557-821a-3028a1d4411a,FALSE,RMAHead,Customer,Inner,TRUE,278409607,c0f25fba-d122-4ea9-ba5f-b25a00df7643
,zIWRMADisp,fdad4d26-bb62-4530-a92d-acb66fd4411a,e7d04c45-3dfa-46b7-88e8-3028a1d4411a,FALSE,RMADisp,Inspectr,LeftOuter,TRUE,278409608,c4e201e5-b9a6-4153-9a03-b25a00df7643
,zIWRMADisp,fdad4d26-bb62-4530-a92d-acb66fd4411a,f2b3f6ef-8b95-452d-b4c4-3028a1d4411a,FALSE,RMADisp,Warehse,LeftOuter,TRUE,278409609,22036265-deab-4418-9b32-b25a00df7643
,zIWRMADisp,fdad4d26-bb62-4530-a92d-acb66fd4411a,4e89ea3b-17fc-4380-b552-3028a1d4411a,FALSE,RMADisp,Reason,LeftOuter,TRUE,278409610,05876abe-2f1e-40c8-ad7e-b25a00df7643
,zIWRMADisp,fdad4d26-bb62-4530-a92d-acb66fd4411a,d9035f37-868d-4743-b991-3028a1d4411a,FALSE,RMADisp,RMAHead,Inner,TRUE,278409611,4d7788e6-2867-4d9a-b7cb-b25a00df7643
,zIWRMADisp,fdad4d26-bb62-4530-a92d-acb66fd4411a,3bd966b8-574f-4137-bcfe-3028a1d4411a,TRUE,RMADisp,RMARcpt,Inner,TRUE,278409612,b44a9e1f-b721-4cab-9e7d-b25a00df7643
,zIWRMADtl,e5177dfe-5afa-4f14-a00f-9f89b4d4411a,6b3a1aa7-9497-40e5-81e5-15e5b7d4411a,FALSE,RMAHead,Customer,Inner,TRUE,278409613,1bdcec47-dbab-4366-8e26-b25a00df7643
,zIWRMADtl,e5177dfe-5afa-4f14-a00f-9f89b4d4411a,e7e5d15b-5dbb-4430-826f-15e5b7d4411a,FALSE,RMADtl,OrderRel,LeftOuter,TRUE,278409614,7db18667-4ab0-4457-8601-b25a00df7643
,zIWRMADtl,e5177dfe-5afa-4f14-a00f-9f89b4d4411a,da5858d7-2172-4ce7-8ab3-15e5b7d4411a,FALSE,RMADtl,CustCnt,LeftOuter,TRUE,278409615,f7b812d9-7114-4b49-b523-b25a00df7643
,zIWRMADtl,e5177dfe-5afa-4f14-a00f-9f89b4d4411a,bc11cbfc-fddc-46de-9b1f-15e5b7d4411a,FALSE,RMADtl,ShipTo,LeftOuter,TRUE,278409616,133a66c9-fbed-45c0-8499-b25a00df7643
,zIWRMADtl,e5177dfe-5afa-4f14-a00f-9f89b4d4411a,4810e0b9-e51d-4fb9-a494-15e5b7d4411a,FALSE,RMADtl,InvcHead,LeftOuter,TRUE,278409617,7db34458-fe70-42bd-8d1c-b25a00df7643
,zIWRMADtl,e5177dfe-5afa-4f14-a00f-9f89b4d4411a,032a0e4d-c21b-40c5-a745-15e5b7d4411a,FALSE,RMADtl,OrderDtl,LeftOuter,TRUE,278409618,c16d93b1-b335-495b-b226-b25a00df7643
,zIWRMADtl,e5177dfe-5afa-4f14-a00f-9f89b4d4411a,4d206878-6d9a-4d7b-a924-15e5b7d4411a,FALSE,RMADtl,Reason,LeftOuter,TRUE,278409619,ee9606e7-3df5-4180-82db-b25a00df7643
,zIWRMADtl,e5177dfe-5afa-4f14-a00f-9f89b4d4411a,798dd253-ebda-4eeb-ae07-15e5b7d4411a,FALSE,RMADtl,RMAHead,LeftOuter,TRUE,278409620,586ff1f8-d425-4d6f-8f55-b25a00df7643
,zIWRMADtl,e5177dfe-5afa-4f14-a00f-9f89b4d4411a,69455cd8-d25c-44c1-b826-15e5b7d4411a,TRUE,RMADtl,OrderHed,LeftOuter,TRUE,278409621,941237a8-d706-417d-9321-b25a00df7643
,zIWRMAHead,9db6186f-665a-4540-9f79-51d1cad4411a,12243e33-ec95-4ee2-9955-fb57ccd4411a,TRUE,RMAHead,HDCase,LeftOuter,TRUE,278409622,b457203d-c576-43cc-8253-b25a00df7643
,zIWRMAHead,9db6186f-665a-4540-9f79-51d1cad4411a,a3da4532-74d7-41f2-ad35-fb57ccd4411a,FALSE,RMAHead,ShipTo,LeftOuter,TRUE,278409623,66816b78-12b0-4c3b-b2d6-b25a00df7643
,zIWRMAHead,9db6186f-665a-4540-9f79-51d1cad4411a,90a88753-424e-4ecf-b6db-fb57ccd4411a,TRUE,RMAHead,Customer,Inner,TRUE,278409624,c6f255a7-6596-4fa8-bed4-b25a00df7643
,zIWRMAHead,9db6186f-665a-4540-9f79-51d1cad4411a,f7f500f2-c200-47d2-b762-fb57ccd4411a,FALSE,RMAHead,CustCnt,LeftOuter,TRUE,278409625,84890d8a-00e8-4469-ba34-b25a00df7643
,zIWRMARcpt,1263154d-3863-47fe-a951-261ddfd4411a,d279cf32-b66b-41ea-8227-e1cae0d4411a,FALSE,RMAHead,Customer,Inner,TRUE,278409626,d22a372a-b590-431c-b95d-b25a00df7643
,zIWRMARcpt,1263154d-3863-47fe-a951-261ddfd4411a,7dca7f14-02f9-4acf-83f3-e1cae0d4411a,TRUE,RMARcpt,Warehse,Inner,TRUE,278409627,e0e05f28-0fd6-4b7e-842a-b25a00df7643
,zIWRMARcpt,1263154d-3863-47fe-a951-261ddfd4411a,397723a8-3d50-4b3c-a000-e1cae0d4411a,TRUE,RMARcpt,RMADtl,Inner,TRUE,278409628,40104f87-e992-4952-8102-b25a00df7643
,zIWRMARcpt,1263154d-3863-47fe-a951-261ddfd4411a,b94bffc2-f45e-4950-b4c1-e1cae0d4411a,TRUE,RMARcpt,RMAHead,Inner,TRUE,278409629,75e66691-d62a-43e2-a6e2-b25a00df7643
,zIWShipDtl,1c933de9-70eb-4cb6-a7a6-e1db07d5411a,256807b9-1cd2-4aa5-9b10-02740ad5411a,TRUE,ShipDtl,ShipHead,Inner,TRUE,278409630,220d301c-61e8-4782-bbf3-b25a00df7643
,zIWShipDtl,1c933de9-70eb-4cb6-a7a6-e1db07d5411a,752b2eb9-8bd9-49b2-a942-02740ad5411a,FALSE,ShipDtl,Warehse,LeftOuter,TRUE,278409631,eba0a69b-20bb-423b-a074-b25a00df7643
,zIWShipDtl,1c933de9-70eb-4cb6-a7a6-e1db07d5411a,d8d1ceb9-f067-4137-b9ab-02740ad5411a,FALSE,ShipDtl,ShipTo,LeftOuter,TRUE,278409632,75f94795-58fe-4d35-ad21-b25a00df7643
,zIWShipDtl,1c933de9-70eb-4cb6-a7a6-e1db07d5411a,f5661797-8bf7-4738-8529-f14c0ad5411a,FALSE,ShipDtl,OrderRel,Inner,TRUE,278409633,b3c7956a-e024-4502-93a4-b25a00df7643
,zIWShipDtl,1c933de9-70eb-4cb6-a7a6-e1db07d5411a,c64e6e97-ec6b-44b8-a01a-f14c0ad5411a,FALSE,ShipDtl,Customer,Inner,TRUE,278409634,26ff6b19-fbd4-44c9-812a-b25a00df7643
,zIWShipDtl,1c933de9-70eb-4cb6-a7a6-e1db07d5411a,e95a7be3-2251-4219-a974-f14c0ad5411a,FALSE,ShipDtl,FSWarrCd,LeftOuter,TRUE,278409635,cc97b3f4-e590-4557-816d-b25a00df7643
,zIWShipDtl,1c933de9-70eb-4cb6-a7a6-e1db07d5411a,c2609fd5-4771-4895-af21-f14c0ad5411a,TRUE,ShipDtl,OrderDtl,Inner,TRUE,278409636,3ebbcfea-e432-4a55-9ac9-b25a00df7643
,zIWShipDtl,1c933de9-70eb-4cb6-a7a6-e1db07d5411a,7f4254df-5f99-40f6-b77b-f14c0ad5411a,FALSE,ShipDtl,CustCnt,LeftOuter,TRUE,278409637,6f2a6ef8-5888-45df-87cf-b25a00df7643
,zIWShipDtl,1c933de9-70eb-4cb6-a7a6-e1db07d5411a,4d52d9cc-c04f-4185-bd50-f14c0ad5411a,TRUE,ShipDtl,OrderHed,Inner,TRUE,278409638,658320cf-4701-4875-826a-b25a00df7643
,zIWShipHead,5389311d-3065-4b8e-9b72-60ae1dd5411a,bac908b4-8f4f-4ab4-824f-2bcd21d5411a,FALSE,ShipHead,BOLDetail,LeftOuter,TRUE,278409639,00b1c40e-f56f-442e-b249-b25a00df7643
,zIWShipHead,5389311d-3065-4b8e-9b72-60ae1dd5411a,08206dfa-ed8d-4680-9355-2bcd21d5411a,FALSE,ShipHead,BOLHead,LeftOuter,TRUE,278409640,11f84709-7223-4a12-b7cd-b25a00df7643
,zIWShipHead,5389311d-3065-4b8e-9b72-60ae1dd5411a,927d0d09-2319-4672-82cc-3cf421d5411a,TRUE,ShipHead,ShipVia,LeftOuter,TRUE,278409641,059629e9-0ef4-4b6f-8fcf-b25a00df7643
,zIWShipHead,5389311d-3065-4b8e-9b72-60ae1dd5411a,8df52dc7-844d-4bfd-83af-3cf421d5411a,FALSE,ShipHead,PackClss,LeftOuter,TRUE,278409642,2c1742d2-e3dc-4d43-ac87-b25a00df7643
,zIWShipHead,5389311d-3065-4b8e-9b72-60ae1dd5411a,4ffffd0c-1028-4d1e-859c-3cf421d5411a,TRUE,ShipHead,CustomerBuffer,Inner,TRUE,278409643,f330bfbe-70e2-4fd7-9b27-b25a00df7643
,zIWShipHead,5389311d-3065-4b8e-9b72-60ae1dd5411a,078b1fb5-ffaa-45f4-8d3d-3cf421d5411a,FALSE,ShipHead,Packing,LeftOuter,TRUE,278409644,1761d6ac-d203-43fb-b99f-b25a00df7643
,zIWShipHead,5389311d-3065-4b8e-9b72-60ae1dd5411a,0a5db83c-3a69-4ac6-9db0-3cf421d5411a,FALSE,ShipTo,CustCnt,LeftOuter,TRUE,278409645,e6f52ee8-1451-4308-b6a9-b25a00df7643
,zIWShipHead,5389311d-3065-4b8e-9b72-60ae1dd5411a,c1a583ae-9076-4626-9f7d-3cf421d5411a,TRUE,ShipHead,ShipTo,Inner,TRUE,278409646,99d6937a-42cd-45c4-8baf-b25a00df7643
,zIWShipHead,5389311d-3065-4b8e-9b72-60ae1dd5411a,8843f7b5-3610-45b1-b4e0-3cf421d5411a,TRUE,ShipHead,Customer,Inner,TRUE,278409647,a6c44c7d-c06b-403e-b447-b25a00df7643
,zIWShipMisc,3643be78-a9af-423e-8d17-569234d5411a,d1019a41-98ed-4dd3-82a1-815747d5411a,TRUE,ShipHead,Customer,Inner,TRUE,278409648,c1fe2f76-691f-4040-9142-b25a00df7643
,zIWShipMisc,3643be78-a9af-423e-8d17-569234d5411a,c15f1eba-8b3b-41a7-9611-815747d5411a,FALSE,ShipMisc,ShipDtl,LeftOuter,TRUE,278409649,b8ce682b-fd99-4467-9a6a-b25a00df7643
,zIWShipMisc,3643be78-a9af-423e-8d17-569234d5411a,a11c3ff9-3660-444b-aef4-815747d5411a,TRUE,ShipMisc,ShipHead,Inner,TRUE,278409650,98afdf04-dd7a-419c-8b1d-b25a00df7643
,zIWShipTo,6a429247-1ba4-481c-b4dc-ce6a5ad5411a,24854214-1a51-4bc1-9fe8-002a5dd5411a,FALSE,ShipTo,TaxRgn,LeftOuter,TRUE,278409651,e3f1da0a-a0c8-466f-bc37-b25a00df7643
,zIWShipTo,6a429247-1ba4-481c-b4dc-ce6a5ad5411a,59045f26-10fa-444f-a4d4-002a5dd5411a,FALSE,ShipTo,SalesRep,LeftOuter,TRUE,278409652,544bcf7d-2763-4ac0-8025-b25a00df7643
,zIWShipTo,6a429247-1ba4-481c-b4dc-ce6a5ad5411a,c7e7aea2-f0e3-43ae-a856-002a5dd5411a,FALSE,ShipTo,SalesTer,LeftOuter,TRUE,278409653,fbe3ecef-268c-48f6-99cc-b25a00df7643
